,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2.0,6,7,10,25,42,2,5,5,12,21,3.5,13,7,3,45,20,5,5,2,22,12,0
0,3.5,12,7,4,53,31,6,3,3,30,18,2.0,9,8,7,31,27,3,5,4,13,15,2
0,3.0,13,4,7,38,32,7,2,3,18,14,3.0,6,7,10,25,33,3,4,5,16,21,2
0,2.0,15,4,4,45,28,6,3,3,24,18,2.5,6,7,10,25,35,1,3,7,11,24,1
0,3.0,7,7,10,32,37,5,3,4,21,20,0.0,3,3,17,23,55,0,2,10,9,33,1
0,0.5,3,6,14,24,41,2,3,7,13,21,2.5,6,7,11,32,43,4,3,5,18,22,0
0,2.0,13,1,8,47,25,7,1,3,28,10,3.5,13,5,5,47,35,4,2,5,16,22,1
0,3.0,3,11,9,33,41,0,7,4,14,19,2.5,9,3,11,33,34,4,2,6,14,17,0
0,4.0,6,8,9,26,33,4,3,5,18,19,1.0,2,9,13,19,47,1,4,7,14,27,2
0,2.5,6,7,11,32,43,2,4,6,14,21,3.0,13,4,7,38,32,6,2,4,20,18,2
0,3.5,13,7,3,45,20,8,2,1,23,8,3.0,3,11,9,33,41,3,4,5,19,22,1
0,4.5,16,5,2,57,24,9,1,1,32,14,3.0,7,7,10,32,37,2,4,6,11,17,1
0,2.0,9,8,7,31,27,6,3,3,18,12,0.5,3,6,14,24,41,1,3,7,11,20,0
0,3.5,13,5,5,47,35,9,3,0,31,13,2.0,9,8,6,37,34,6,3,3,22,19,0
0,1.0,2,9,13,19,47,1,5,6,5,20,2.0,6,7,10,25,42,4,2,5,13,21,0
0,0.0,3,3,17,23,55,3,1,7,14,22,2.0,13,1,8,47,25,6,0,5,19,15,2
0,2.5,9,3,11,33,34,5,1,5,19,17,2.0,15,4,4,45,28,9,1,1,21,10,2
0,2.5,6,7,10,25,35,5,4,3,14,11,4.0,6,8,9,26,33,2,5,4,8,14,0
0,2.0,9,8,6,37,34,3,5,3,15,15,2.0,6,7,10,25,42,4,2,5,13,21,1
0,0.0,3,3,17,23,55,3,1,7,14,22,2.5,6,7,11,32,43,4,3,5,18,22,1
0,3.0,3,11,9,33,41,0,7,4,14,19,3.0,6,7,10,25,33,3,4,5,16,21,2
0,3.0,13,4,7,38,32,7,2,3,18,14,2.0,9,8,7,31,27,3,5,4,13,15,2
0,0.5,3,6,14,24,41,2,3,7,13,21,4.5,16,5,2,57,24,7,4,1,25,10,2
0,2.0,13,1,8,47,25,7,1,3,28,10,2.5,9,3,11,33,34,4,2,6,14,17,1
0,3.5,12,7,4,53,31,6,3,3,30,18,2.5,6,7,10,25,35,1,3,7,11,24,1
0,3.0,7,7,10,32,37,5,3,4,21,20,3.5,13,5,5,47,35,4,2,5,16,22,2
0,4.0,6,8,9,26,33,4,3,5,18,19,3.5,13,7,3,45,20,5,5,2,22,12,2
0,2.0,15,4,4,45,28,6,3,3,24,18,1.0,2,9,13,19,47,1,4,7,14,27,0
0,3.0,6,7,10,25,33,3,3,5,9,12,0.0,3,3,17,23,55,0,2,10,9,33,0
0,2.0,6,7,10,25,42,2,5,5,12,21,3.0,13,4,7,38,32,6,2,4,20,18,0
0,3.5,13,7,3,45,20,8,2,1,23,8,3.5,12,7,4,53,31,6,4,1,23,13,0
0,4.5,16,5,2,57,24,9,1,1,32,14,2.0,13,1,8,47,25,6,0,5,19,15,1
0,2.5,6,7,10,25,35,5,4,3,14,11,2.0,9,8,6,37,34,6,3,3,22,19,0
0,1.0,2,9,13,19,47,1,5,6,5,20,0.5,3,6,14,24,41,1,3,7,11,20,0
0,4.0,6,8,9,26,33,4,3,5,18,19,2.0,15,4,4,45,28,9,1,1,21,10,0
0,2.5,6,7,11,32,43,2,4,6,14,21,3.0,7,7,10,32,37,2,4,6,11,17,0
0,2.0,9,8,7,31,27,6,3,3,18,12,2.5,9,3,11,33,34,4,2,6,14,17,2
0,3.5,13,5,5,47,35,9,3,0,31,13,3.0,3,11,9,33,41,3,4,5,19,22,1
0,2.5,6,7,10,25,35,5,4,3,14,11,2.0,9,8,7,31,27,3,5,4,13,15,0
0,2.5,9,3,11,33,34,5,1,5,19,17,0.0,3,3,17,23,55,0,2,10,9,33,1
0,1.0,2,9,13,19,47,1,5,6,5,20,3.5,13,7,3,45,20,5,5,2,22,12,2
0,3.0,3,11,9,33,41,0,7,4,14,19,3.0,7,7,10,32,37,2,4,6,11,17,0
0,4.5,16,5,2,57,24,9,1,1,32,14,2.5,6,7,11,32,43,4,3,5,18,22,1
0,0.5,3,6,14,24,41,2,3,7,13,21,3.0,6,7,10,25,33,3,4,5,16,21,0
0,2.0,9,8,6,37,34,3,5,3,15,15,2.0,15,4,4,45,28,9,1,1,21,10,2
0,2.0,6,7,10,25,42,2,5,5,12,21,4.0,6,8,9,26,33,2,5,4,8,14,1
0,3.5,12,7,4,53,31,6,3,3,30,18,3.5,13,5,5,47,35,4,2,5,16,22,1
0,3.0,13,4,7,38,32,7,2,3,18,14,2.0,13,1,8,47,25,6,0,5,19,15,1
0,0.0,3,3,17,23,55,3,1,7,14,22,1.0,2,9,13,19,47,1,4,7,14,27,1
0,3.5,13,7,3,45,20,8,2,1,23,8,2.5,6,7,10,25,35,1,3,7,11,24,2
0,2.0,9,8,7,31,27,6,3,3,18,12,4.5,16,5,2,57,24,7,4,1,25,10,2
0,2.0,13,1,8,47,25,7,1,3,28,10,3.0,3,11,9,33,41,3,4,5,19,22,0
0,3.5,13,5,5,47,35,9,3,0,31,13,0.5,3,6,14,24,41,1,3,7,11,20,1
0,2.0,15,4,4,45,28,6,3,3,24,18,3.0,13,4,7,38,32,6,2,4,20,18,1
0,3.0,6,7,10,25,33,3,3,5,9,12,2.0,6,7,10,25,42,4,2,5,13,21,2
0,2.5,9,3,11,33,34,5,1,5,19,17,2.0,9,8,6,37,34,6,3,3,22,19,2
0,3.0,7,7,10,32,37,5,3,4,21,20,3.5,12,7,4,53,31,6,4,1,23,13,0
0,2.5,6,7,11,32,43,2,4,6,14,21,4.0,6,8,9,26,33,2,5,4,8,14,2
0,4.5,16,5,2,57,24,9,1,1,32,14,0.0,3,3,17,23,55,0,2,10,9,33,1
0,2.5,6,7,10,25,35,5,4,3,14,11,3.0,7,7,10,32,37,2,4,6,11,17,0
0,3.5,13,5,5,47,35,9,3,0,31,13,2.5,9,3,11,33,34,4,2,6,14,17,1
0,1.0,2,9,13,19,47,1,5,6,5,20,3.0,3,11,9,33,41,3,4,5,19,22,2
0,3.5,12,7,4,53,31,6,3,3,30,18,2.0,9,8,6,37,34,6,3,3,22,19,1
0,0.5,3,6,14,24,41,2,3,7,13,21,2.0,13,1,8,47,25,6,0,5,19,15,2
0,4.0,6,8,9,26,33,4,3,5,18,19,3.0,13,4,7,38,32,6,2,4,20,18,0
0,2.5,6,7,11,32,43,2,4,6,14,21,2.0,9,8,7,31,27,3,5,4,13,15,2
0,2.0,6,7,10,25,42,2,5,5,12,21,2.0,15,4,4,45,28,9,1,1,21,10,2
0,3.5,13,7,3,45,20,8,2,1,23,8,3.0,6,7,10,25,33,3,4,5,16,21,1
0,0.5,3,6,14,24,41,2,3,7,13,21,2.0,6,7,10,25,42,4,2,5,13,21,2
0,3.0,13,4,7,38,32,7,2,3,18,14,2.5,6,7,10,25,35,1,3,7,11,24,1
0,3.5,12,7,4,53,31,6,3,3,30,18,1.0,2,9,13,19,47,1,4,7,14,27,1
0,2.5,9,3,11,33,34,5,1,5,19,17,4.5,16,5,2,57,24,7,4,1,25,10,1
0,3.0,3,11,9,33,41,0,7,4,14,19,2.0,9,8,7,31,27,3,5,4,13,15,0
0,3.0,7,7,10,32,37,5,3,4,21,20,3.0,6,7,10,25,33,3,4,5,16,21,0
0,2.0,9,8,6,37,34,3,5,3,15,15,4.0,6,8,9,26,33,2,5,4,8,14,1
0,0.0,3,3,17,23,55,3,1,7,14,22,3.5,13,5,5,47,35,4,2,5,16,22,2
0,2.0,13,1,8,47,25,7,1,3,28,10,2.5,6,7,11,32,43,4,3,5,18,22,2
0,2.0,15,4,4,45,28,6,3,3,24,18,3.5,13,7,3,45,20,5,5,2,22,12,2
0,2.0,6,7,10,25,42,2,5,5,12,21,3.5,12,7,4,53,31,6,4,1,23,13,2
0,4.0,6,8,9,26,33,4,3,5,18,19,3.0,7,7,10,32,37,2,4,6,11,17,1
0,2.0,15,4,4,45,28,6,3,3,24,18,3.0,3,11,9,33,41,3,4,5,19,22,1
0,3.5,13,5,5,47,35,9,3,0,31,13,4.5,16,5,2,57,24,7,4,1,25,10,0
0,1.0,2,9,13,19,47,1,5,6,5,20,3.0,13,4,7,38,32,6,2,4,20,18,2
0,3.0,6,7,10,25,33,3,3,5,9,12,2.0,13,1,8,47,25,6,0,5,19,15,2
0,2.0,9,8,7,31,27,6,3,3,18,12,0.0,3,3,17,23,55,0,2,10,9,33,1
0,2.5,6,7,10,25,35,5,4,3,14,11,0.5,3,6,14,24,41,1,3,7,11,20,1
0,3.5,13,7,3,45,20,8,2,1,23,8,2.0,9,8,6,37,34,6,3,3,22,19,1
0,2.5,6,7,11,32,43,2,4,6,14,21,2.5,9,3,11,33,34,4,2,6,14,17,1
0,3.0,13,4,7,38,32,7,2,3,18,14,3.5,13,5,5,47,35,4,2,5,16,22,1
0,3.0,7,7,10,32,37,5,3,4,21,20,2.0,9,8,7,31,27,3,5,4,13,15,1
0,3.0,3,11,9,33,41,0,7,4,14,19,2.5,6,7,11,32,43,4,3,5,18,22,0
0,2.5,9,3,11,33,34,5,1,5,19,17,3.0,6,7,10,25,33,3,4,5,16,21,1
0,2.0,13,1,8,47,25,7,1,3,28,10,2.5,6,7,10,25,35,1,3,7,11,24,1
0,2.0,9,8,6,37,34,3,5,3,15,15,1.0,2,9,13,19,47,1,4,7,14,27,0
0,0.0,3,3,17,23,55,3,1,7,14,22,2.0,6,7,10,25,42,4,2,5,13,21,1
0,3.5,12,7,4,53,31,6,3,3,30,18,4.0,6,8,9,26,33,2,5,4,8,14,0
0,4.5,16,5,2,57,24,9,1,1,32,14,3.5,13,7,3,45,20,5,5,2,22,12,1
0,0.5,3,6,14,24,41,2,3,7,13,21,2.0,15,4,4,45,28,9,1,1,21,10,2
0,3.0,6,7,10,25,33,3,3,5,9,12,3.5,12,7,4,53,31,6,4,1,23,13,0
0,2.0,6,7,10,25,42,2,5,5,12,21,3.0,3,11,9,33,41,3,4,5,19,22,0
0,3.5,13,5,5,47,35,9,3,0,31,13,2.5,6,7,11,32,43,4,3,5,18,22,1
0,2.0,15,4,4,45,28,6,3,3,24,18,3.5,12,7,4,53,31,6,4,1,23,13,2
0,3.0,6,7,10,25,33,3,3,5,9,12,4.5,16,5,2,57,24,7,4,1,25,10,0
0,2.5,6,7,10,25,35,5,4,3,14,11,0.0,3,3,17,23,55,0,2,10,9,33,1
0,3.5,13,7,3,45,20,8,2,1,23,8,3.0,7,7,10,32,37,2,4,6,11,17,1
0,4.0,6,8,9,26,33,4,3,5,18,19,0.5,3,6,14,24,41,1,3,7,11,20,1
0,2.0,9,8,7,31,27,6,3,3,18,12,2.0,13,1,8,47,25,6,0,5,19,15,1
0,3.0,13,4,7,38,32,7,2,3,18,14,2.0,9,8,6,37,34,6,3,3,22,19,1
0,1.0,2,9,13,19,47,1,5,6,5,20,2.5,9,3,11,33,34,4,2,6,14,17,2
0,3.0,3,11,9,33,41,0,7,4,14,19,2.5,6,7,10,25,35,1,3,7,11,24,0
0,3.0,7,7,10,32,37,5,3,4,21,20,2.0,15,4,4,45,28,9,1,1,21,10,2
0,2.5,9,3,11,33,34,5,1,5,19,17,3.5,13,7,3,45,20,5,5,2,22,12,2
0,4.5,16,5,2,57,24,9,1,1,32,14,2.0,6,7,10,25,42,4,2,5,13,21,1
0,2.5,6,7,11,32,43,2,4,6,14,21,3.0,6,7,10,25,33,3,4,5,16,21,2
0,3.5,12,7,4,53,31,6,3,3,30,18,3.0,13,4,7,38,32,6,2,4,20,18,2
0,0.5,3,6,14,24,41,2,3,7,13,21,2.0,9,8,6,37,34,6,3,3,22,19,0
0,0.0,3,3,17,23,55,3,1,7,14,22,4.0,6,8,9,26,33,2,5,4,8,14,2
0,2.0,13,1,8,47,25,7,1,3,28,10,1.0,2,9,13,19,47,1,4,7,14,27,1
0,3.5,13,5,5,47,35,9,3,0,31,13,2.0,9,8,7,31,27,3,5,4,13,15,1
0,2.5,6,7,10,25,35,5,4,3,14,11,4.5,16,5,2,57,24,7,4,1,25,10,2
0,3.5,12,7,4,53,31,6,3,3,30,18,3.0,3,11,9,33,41,3,4,5,19,22,0
0,2.0,9,8,6,37,34,3,5,3,15,15,2.5,6,7,11,32,43,4,3,5,18,22,2
0,3.5,13,7,3,45,20,8,2,1,23,8,3.5,13,5,5,47,35,4,2,5,16,22,1
0,4.0,6,8,9,26,33,4,3,5,18,19,2.0,13,1,8,47,25,6,0,5,19,15,1
0,2.0,6,7,10,25,42,2,5,5,12,21,2.5,9,3,11,33,34,4,2,6,14,17,0
0,2.0,15,4,4,45,28,6,3,3,24,18,0.0,3,3,17,23,55,0,2,10,9,33,1
0,3.0,6,7,10,25,33,3,3,5,9,12,2.0,9,8,7,31,27,3,5,4,13,15,1
0,1.0,2,9,13,19,47,1,5,6,5,20,3.0,7,7,10,32,37,2,4,6,11,17,2
0,3.0,13,4,7,38,32,7,2,3,18,14,0.5,3,6,14,24,41,1,3,7,11,20,1
0,3.0,7,7,10,32,37,5,3,4,21,20,2.0,6,7,10,25,42,4,2,5,13,21,0
0,3.0,3,11,9,33,41,0,7,4,14,19,4.0,6,8,9,26,33,2,5,4,8,14,0
0,2.0,13,1,8,47,25,7,1,3,28,10,3.5,13,7,3,45,20,5,5,2,22,12,1
0,2.5,6,7,11,32,43,2,4,6,14,21,2.0,15,4,4,45,28,9,1,1,21,10,1
0,3.5,13,5,5,47,35,9,3,0,31,13,3.0,6,7,10,25,33,3,4,5,16,21,1
0,2.5,9,3,11,33,34,5,1,5,19,17,2.5,6,7,10,25,35,1,3,7,11,24,1
0,0.5,3,6,14,24,41,2,3,7,13,21,3.5,12,7,4,53,31,6,4,1,23,13,2
0,0.0,3,3,17,23,55,3,1,7,14,22,2.0,9,8,6,37,34,6,3,3,22,19,2
0,4.5,16,5,2,57,24,9,1,1,32,14,3.0,13,4,7,38,32,6,2,4,20,18,1
0,2.0,9,8,7,31,27,6,3,3,18,12,1.0,2,9,13,19,47,1,4,7,14,27,1
0,2.5,6,7,10,25,35,5,4,3,14,11,2.5,6,7,11,32,43,4,3,5,18,22,1
0,0.5,3,6,14,24,41,2,3,7,13,21,3.0,3,11,9,33,41,3,4,5,19,22,2
0,3.0,13,4,7,38,32,7,2,3,18,14,2.5,9,3,11,33,34,4,2,6,14,17,1
0,4.0,6,8,9,26,33,4,3,5,18,19,2.0,9,8,7,31,27,3,5,4,13,15,0
0,2.0,9,8,6,37,34,3,5,3,15,15,3.0,7,7,10,32,37,2,4,6,11,17,0
0,1.0,2,9,13,19,47,1,5,6,5,20,3.0,6,7,10,25,33,3,4,5,16,21,0
0,2.0,15,4,4,45,28,6,3,3,24,18,4.5,16,5,2,57,24,7,4,1,25,10,2
0,3.5,12,7,4,53,31,6,3,3,30,18,2.0,13,1,8,47,25,6,0,5,19,15,1
0,2.0,6,7,10,25,42,2,5,5,12,21,3.5,13,5,5,47,35,4,2,5,16,22,0
0,3.5,13,7,3,45,20,8,2,1,23,8,0.0,3,3,17,23,55,0,2,10,9,33,1
0,2.5,6,7,11,32,43,2,4,6,14,21,1.0,2,9,13,19,47,1,4,7,14,27,0
0,3.0,7,7,10,32,37,5,3,4,21,20,3.0,13,4,7,38,32,6,2,4,20,18,1
0,2.0,9,8,7,31,27,6,3,3,18,12,3.5,13,7,3,45,20,5,5,2,22,12,0
0,1.0,4,10,11,20,28,1,6,6,7,14,2.5,7,8,9,29,36,1,7,5,11,18,0
0,1.0,8,6,10,29,41,6,3,3,17,15,2.5,8,6,10,34,28,2,4,6,14,17,1
0,0.5,6,7,11,21,40,2,4,6,11,21,3.0,7,7,11,23,33,3,4,6,10,16,2
0,1.5,5,7,13,20,39,3,4,6,10,16,3.5,11,3,10,32,38,5,1,6,16,23,2
0,1.0,4,9,11,22,35,2,4,6,12,20,4.0,11,8,5,41,20,6,3,3,19,10,0
0,2.0,8,13,3,33,25,5,6,1,18,12,2.5,3,11,11,22,36,1,6,6,13,22,0
0,2.5,6,9,10,30,35,4,5,3,18,14,2.5,7,11,7,35,34,3,4,5,15,17,1
0,2.0,8,13,3,33,25,5,6,1,18,12,1.0,4,10,11,20,28,3,4,5,13,14,1
0,1.0,7,6,12,20,30,5,3,5,12,9,3.0,7,7,11,23,33,3,4,6,10,16,1
0,2.5,7,8,9,29,36,6,1,4,18,18,2.5,6,9,10,30,35,2,4,7,12,21,1
0,2.5,3,11,11,22,36,2,5,5,9,14,0.5,6,7,11,21,40,4,3,5,10,19,2
0,3.5,11,3,10,32,38,6,2,4,16,15,1.0,4,9,11,22,35,2,5,5,10,15,1
0,1.0,8,6,10,29,41,6,3,3,17,15,1.5,5,7,13,20,39,2,3,7,10,23,1
0,4.0,11,8,5,41,20,5,5,2,22,10,4.0,16,4,4,42,19,8,4,1,22,12,0
0,1.5,5,7,13,20,39,3,4,6,10,16,1.0,7,6,12,20,30,2,3,7,8,21,0
0,2.5,6,9,10,30,35,4,5,3,18,14,2.5,3,11,11,22,36,1,6,6,13,22,0
0,1.5,4,9,10,20,34,2,6,4,11,17,4.0,11,8,5,41,20,6,3,3,19,10,2
0,3.5,11,3,10,32,38,6,2,4,16,15,4.0,16,4,4,42,19,8,4,1,22,12,2
0,3.0,7,7,11,23,33,4,3,5,13,17,2.5,7,11,7,35,34,3,4,5,15,17,2
0,1.0,4,10,11,20,28,1,6,6,7,14,2.5,8,6,10,34,28,2,4,6,14,17,2
0,3.0,17,4,2,45,16,9,2,1,26,7,1.0,8,6,10,29,41,2,3,7,12,26,1
0,1.0,4,9,11,22,35,2,4,6,12,20,2.5,7,8,9,29,36,1,7,5,11,18,0
0,0.5,6,7,11,21,40,2,4,6,11,21,4.0,15,3,6,34,18,7,2,3,15,9,2
0,4.5,16,5,4,55,22,8,4,1,32,13,2.0,8,13,3,33,25,3,7,2,15,13,1
0,4.0,11,8,5,41,20,5,5,2,22,10,2.5,6,9,10,30,35,2,4,7,12,21,2
0,1.0,7,6,12,20,30,5,3,5,12,9,3.5,11,3,10,32,38,5,1,6,16,23,1
0,2.0,8,13,3,33,25,5,6,1,18,12,1.5,5,7,13,20,39,2,3,7,10,23,1
0,2.5,3,11,11,22,36,2,5,5,9,14,3.0,17,4,2,45,16,8,2,1,19,9,0
0,4.0,16,4,4,42,19,8,0,3,20,7,1.0,4,9,11,22,35,2,5,5,10,15,1
0,1.0,4,10,11,20,28,1,6,6,7,14,1.5,4,9,10,20,34,2,3,6,9,17,2
0,4.0,15,3,6,34,18,8,1,3,19,9,2.5,7,11,7,35,34,3,4,5,15,17,1
0,2.5,8,6,10,34,28,6,2,4,20,11,0.5,6,7,11,21,40,4,3,5,10,19,2
0,2.5,7,8,9,29,36,6,1,4,18,18,4.5,16,5,4,55,22,8,1,3,23,9,2
0,1.0,4,9,11,22,35,2,4,6,12,20,1.0,4,10,11,20,28,3,4,5,13,14,2
0,3.0,17,4,2,45,16,9,2,1,26,7,2.0,8,13,3,33,25,3,7,2,15,13,0
0,4.0,11,8,5,41,20,5,5,2,22,10,1.0,7,6,12,20,30,2,3,7,8,21,1
0,1.5,4,9,10,20,34,2,6,4,11,17,2.5,3,11,11,22,36,1,6,6,13,22,0
0,2.5,6,9,10,30,35,4,5,3,18,14,3.5,11,3,10,32,38,5,1,6,16,23,2
0,3.0,7,7,11,23,33,4,3,5,13,17,2.5,7,8,9,29,36,1,7,5,11,18,1
0,1.5,5,7,13,20,39,3,4,6,10,16,2.5,8,6,10,34,28,2,4,6,14,17,1
0,2.5,7,11,7,35,34,4,7,2,20,17,4.0,16,4,4,42,19,8,4,1,22,12,2
0,0.5,6,7,11,21,40,2,4,6,11,21,1.0,8,6,10,29,41,2,3,7,12,26,0
0,4.5,16,5,4,55,22,8,4,1,32,13,4.0,15,3,6,34,18,7,2,3,15,9,0
0,1.0,8,6,10,29,41,6,3,3,17,15,4.0,15,3,6,34,18,7,2,3,15,9,1
0,2.5,7,8,9,29,36,6,1,4,18,18,3.0,17,4,2,45,16,8,2,1,19,9,2
0,4.0,16,4,4,42,19,8,0,3,20,7,0.5,6,7,11,21,40,4,3,5,10,19,2
0,1.0,7,6,12,20,30,5,3,5,12,9,4.5,16,5,4,55,22,8,1,3,23,9,1
0,1.0,4,10,11,20,28,1,6,6,7,14,3.0,7,7,11,23,33,3,4,6,10,16,0
0,2.5,8,6,10,34,28,6,2,4,20,11,2.5,7,11,7,35,34,3,4,5,15,17,1
0,2.0,8,13,3,33,25,5,6,1,18,12,2.5,6,9,10,30,35,2,4,7,12,21,1
0,2.5,3,11,11,22,36,2,5,5,9,14,1.0,4,9,11,22,35,2,5,5,10,15,0
0,1.5,5,7,13,20,39,3,4,6,10,16,1.5,4,9,10,20,34,2,3,6,9,17,2
0,3.5,11,3,10,32,38,6,2,4,16,15,4.0,11,8,5,41,20,6,3,3,19,10,2
0,1.5,4,9,10,20,34,2,6,4,11,17,2.5,6,9,10,30,35,2,4,7,12,21,1
0,4.5,16,5,4,55,22,8,4,1,32,13,4.0,16,4,4,42,19,8,4,1,22,12,2
0,3.0,7,7,11,23,33,4,3,5,13,17,2.5,8,6,10,34,28,2,4,6,14,17,1
0,4.0,15,3,6,34,18,8,1,3,19,9,1.0,4,10,11,20,28,3,4,5,13,14,2
0,3.0,17,4,2,45,16,9,2,1,26,7,3.5,11,3,10,32,38,5,1,6,16,23,1
0,1.0,4,9,11,22,35,2,4,6,12,20,1.5,5,7,13,20,39,2,3,7,10,23,2
0,0.5,6,7,11,21,40,2,4,6,11,21,2.0,8,13,3,33,25,3,7,2,15,13,0
0,1.0,7,6,12,20,30,5,3,5,12,9,1.0,8,6,10,29,41,2,3,7,12,26,2
0,4.0,11,8,5,41,20,5,5,2,22,10,2.5,3,11,11,22,36,1,6,6,13,22,1
0,2.5,7,11,7,35,34,4,7,2,20,17,2.5,7,8,9,29,36,1,7,5,11,18,0
0,1.0,4,10,11,20,28,1,6,6,7,14,0.5,6,7,11,21,40,4,3,5,10,19,2
0,4.0,16,4,4,42,19,8,0,3,20,7,2.5,3,11,11,22,36,1,6,6,13,22,1
0,2.5,8,6,10,34,28,6,2,4,20,11,4.0,15,3,6,34,18,7,2,3,15,9,1
0,3.0,7,7,11,23,33,4,3,5,13,17,3.0,17,4,2,45,16,8,2,1,19,9,2
0,1.5,5,7,13,20,39,3,4,6,10,16,4.5,16,5,4,55,22,8,1,3,23,9,0
0,3.5,11,3,10,32,38,6,2,4,16,15,1.5,4,9,10,20,34,2,3,6,9,17,1
0,2.5,7,8,9,29,36,6,1,4,18,18,4.0,11,8,5,41,20,6,3,3,19,10,2
0,1.0,8,6,10,29,41,6,3,3,17,15,2.5,7,11,7,35,34,3,4,5,15,17,0
0,2.5,6,9,10,30,35,4,5,3,18,14,1.0,7,6,12,20,30,2,3,7,8,21,0
0,2.0,8,13,3,33,25,5,6,1,18,12,1.0,4,9,11,22,35,2,5,5,10,15,1
0,1.5,4,9,10,20,34,2,6,4,11,17,2.5,7,8,9,29,36,1,7,5,11,18,0
0,2.5,3,11,11,22,36,2,5,5,9,14,1.0,4,10,11,20,28,3,4,5,13,14,0
0,4.5,16,5,4,55,22,8,4,1,32,13,3.5,11,3,10,32,38,5,1,6,16,23,1
0,4.0,15,3,6,34,18,8,1,3,19,9,3.0,7,7,11,23,33,3,4,6,10,16,1
0,3.0,17,4,2,45,16,9,2,1,26,7,0.5,6,7,11,21,40,4,3,5,10,19,1
0,1.0,7,6,12,20,30,5,3,5,12,9,2.0,8,13,3,33,25,3,7,2,15,13,2
0,4.0,11,8,5,41,20,5,5,2,22,10,1.0,8,6,10,29,41,2,3,7,12,26,1
0,2.5,7,11,7,35,34,4,7,2,20,17,1.5,5,7,13,20,39,2,3,7,10,23,0
0,1.0,4,9,11,22,35,2,4,6,12,20,2.5,8,6,10,34,28,2,4,6,14,17,1
0,2.5,6,9,10,30,35,4,5,3,18,14,4.0,16,4,4,42,19,8,4,1,22,12,1
0,3.0,7,7,11,23,33,4,3,5,13,17,2.5,3,11,11,22,36,1,6,6,13,22,0
0,2.5,7,11,7,35,34,4,7,2,20,17,1.5,4,9,10,20,34,2,3,6,9,17,0
0,2.0,8,13,3,33,25,5,6,1,18,12,4.0,16,4,4,42,19,8,4,1,22,12,0
0,4.0,15,3,6,34,18,8,1,3,19,9,2.5,7,8,9,29,36,1,7,5,11,18,1
0,3.0,17,4,2,45,16,9,2,1,26,7,4.5,16,5,4,55,22,8,1,3,23,9,1
0,1.0,4,10,11,20,28,1,6,6,7,14,1.0,7,6,12,20,30,2,3,7,8,21,0
0,0.5,6,7,11,21,40,2,4,6,11,21,4.0,11,8,5,41,20,6,3,3,19,10,2
0,1.0,8,6,10,29,41,6,3,3,17,15,1.0,4,9,11,22,35,2,5,5,10,15,2
0,1.5,5,7,13,20,39,3,4,6,10,16,2.5,6,9,10,30,35,2,4,7,12,21,0
0,2.5,8,6,10,34,28,6,2,4,20,11,3.5,11,3,10,32,38,5,1,6,16,23,1
0,1.0,4,9,11,22,35,2,4,6,12,20,2.5,7,11,7,35,34,3,4,5,15,17,0
0,1.5,4,9,10,20,34,2,6,4,11,17,0.5,6,7,11,21,40,4,3,5,10,19,0
0,2.5,6,9,10,30,35,4,5,3,18,14,3.0,17,4,2,45,16,8,2,1,19,9,2
0,2.5,3,11,11,22,36,2,5,5,9,14,4.0,15,3,6,34,18,7,2,3,15,9,2
0,4.0,16,4,4,42,19,8,0,3,20,7,1.5,5,7,13,20,39,2,3,7,10,23,2
0,4.5,16,5,4,55,22,8,4,1,32,13,3.0,7,7,11,23,33,3,4,6,10,16,1
0,1.0,7,6,12,20,30,5,3,5,12,9,2.5,8,6,10,34,28,2,4,6,14,17,0
0,2.5,7,8,9,29,36,6,1,4,18,18,1.0,8,6,10,29,41,2,3,7,12,26,1
0,4.0,11,8,5,41,20,5,5,2,22,10,2.0,8,13,3,33,25,3,7,2,15,13,0
0,3.5,11,3,10,32,38,6,2,4,16,15,1.0,4,10,11,20,28,3,4,5,13,14,2
0,2.5,8,6,10,34,28,6,2,4,20,11,2.5,7,8,9,29,36,1,7,5,11,18,2
0,2.5,7,11,7,35,34,4,7,2,20,17,1.0,7,6,12,20,30,2,3,7,8,21,1
0,4.0,15,3,6,34,18,8,1,3,19,9,4.0,16,4,4,42,19,8,4,1,22,12,2
0,3.0,17,4,2,45,16,9,2,1,26,7,1.0,4,9,11,22,35,2,5,5,10,15,1
0,0.5,6,7,11,21,40,2,4,6,11,21,4.5,16,5,4,55,22,8,1,3,23,9,1
0,1.0,8,6,10,29,41,6,3,3,17,15,2.5,3,11,11,22,36,1,6,6,13,22,0
0,3.0,7,7,11,23,33,4,3,5,13,17,3.5,11,3,10,32,38,5,1,6,16,23,2
0,2.0,8,13,3,33,25,5,6,1,18,12,1.5,4,9,10,20,34,2,3,6,9,17,0
0,1.5,5,7,13,20,39,3,4,6,10,16,4.0,11,8,5,41,20,6,3,3,19,10,0
0,1.0,4,10,11,20,28,1,6,6,7,14,2.5,6,9,10,30,35,2,4,7,12,21,0
0,1.0,4,9,11,22,35,2,4,6,12,20,3.0,7,7,11,23,33,3,4,6,10,16,1
0,2.5,6,9,10,30,35,4,5,3,18,14,2.5,8,6,10,34,28,2,4,6,14,17,0
0,1.0,7,6,12,20,30,5,3,5,12,9,4.0,15,3,6,34,18,7,2,3,15,9,2
